,Name,ID,State,Network,County,Elevation_feet,Latitude,Longitude
1904,Memphis_5N,A255367,NE,AWDN_Nebraska,Sarpy,1151,41.09,-96.25
1905,Ithaca_3E,A255369,NE,AWDN_Nebraska,Sarpy,1200,41.09,-96.29
1906,Alliance_6NW,A250148,NE,AWDN_Nebraska,Sheridan,3979,42.11,-102.55
1907,Gordon_4SE,A253359,NE,AWDN_Nebraska,Sheridan,3638,42.45,-102.11
1908,Harrison_4NW,A253615,NE,AWDN_Nebraska,Sioux,1532,42.44,-103.55
1909,Concord_2E,A256019,NE,AWDN_Nebraska,Thurston,1460,42.24,-96.58
1910,Oakland_4W,A256149,NE,AWDN_Nebraska,Washington,1361,41.5,-96.32
1911,Wausa_2SW,A259301,NE,AWDN_Nebraska,Wayne,1768,42.27,-97.33
1912,Brush Creek,4,CO,iRON,Roaring Fork Valley,7780,39.23,-106.91
1913,Glassier Ranch,3,CO,iRON,Roaring Fork Valley,6460,39.38,-107.09
1914,Glenwood Springs,5,CO,iRON,Roaring Fork Valley,6200,39.54,-107.34
1915,Independence Pass,9,CO,iRON,Roaring Fork Valley,12080,39.11,-106.57
1916,Northstar Aspen Grove,6,CO,iRON,Roaring Fork Valley,8050,39.17,-106.8
1917,Northstar Transition Zone,7,CO,iRON,Roaring Fork Valley,8050,39.17,-106.8
1918,Sky Mtn,1,CO,iRON,Roaring Fork Valley,8380,39.22,-106.91
1919,Smuggler Mtn,2,CO,iRON,Roaring Fork Valley,9030,39.2,-106.8
1920,Spring Valley,8,CO,iRON,Roaring Fork Valley,7100,39.47,-107.22
1921,New Brunswick,New Brunswick,NJ,NJWCN,Middlesex,69,40.472807,-74.422569
1922,Moorestown,Moorestown,NJ,NJWCN,Burlington,69,39.983344,-74.895686
1923,Pittstown,Pittstown,NJ,NJWCN,Hunterdon,594,40.561216,-74.961024
1924,Cream Ridge,Pittstown,NJ,NJWCN,Monmouth,121,40.118553,-74.525634
1925,Charlotteburg,Charlotteburg,NJ,NJWCN,Passaic,768,41.029856,-74.424842
1926,Hammonton,Hammonton,NJ,NJWCN,Atlantic,62,39.635323,-74.758399
1927,Hopewell Twp.,Hopewell Twp.,NJ,NJWCN,Mercer,197,40.35234,-74.775028
1928,Woodbine,Woodbine,NJ,NJWCN,Cape May,33,39.218389,-74.794427
1929,Upper Deerfield,Upper Deerfield,NJ,NJWCN,Cumberland,115,39.524351,-75.200927
1930,Fort Keogh ARS N,arskeogh,MT,MontanaMesonet,Nan,796,46.41,-105.95
1931,Fort Keogh ARS SE,arskeose,MT,MontanaMesonet,Nan,748,46.35,-105.83
1932,Fort Keogh ARS SW,arskeosw,MT,MontanaMesonet,Nan,851,46.3,-105.98
1933,Benton Lake W,bentlake,MT,MontanaMesonet,Nan,1129,47.69,-111.47
1934,Argenta BLM,blm1arge,MT,MontanaMesonet,Nan,1900,45.25,-112.88
1935,Virginia City BLM,blm2virg,MT,MontanaMesonet,Nan,2242,45.27,-111.88
1936,McCartney Mtn BLM,blm3mcca,MT,MontanaMesonet,Nan,1902,45.55,-112.6
1937,Kidd BLM,blm5kidd,MT,MontanaMesonet,Nan,1906,44.81,-112.72
1938,Battle Creek BLM,blmbattl,MT,MontanaMesonet,Nan,992,45.07,-103.78
1939,Belfry E BLM,blmbelfr,MT,MontanaMesonet,Nan,1193,45.18,-108.9
1940,Broadus BLM,blmbroad,MT,MontanaMesonet,Nan,962,45.44,-105.36
1941,Capitol BLM,blmcapit,MT,MontanaMesonet,Nan,1009,45.32,-104.14
1942,Glendive BLM,blmglend,MT,MontanaMesonet,Nan,715,46.92,-104.75
1943,Vandalia N BLM,blmglnor,MT,MontanaMesonet,Nan,792,48.51,-106.91
1944,Harding Cutoff BLM,blmhardi,MT,MontanaMesonet,Nan,988,45.17,-103.73
1945,Cherry Ridge BLM,blmhavre,MT,MontanaMesonet,Nan,923,48.87,-109.05
1946,Zortman E BLM,blmmatad,MT,MontanaMesonet,Nan,943,47.89,-108.32
1947,Plevna BLM,blmplevn,MT,MontanaMesonet,Nan,933,46.44,-104.43
1948,Pumpkin Ck BLM,blmpumpk,MT,MontanaMesonet,Nan,835,46.2,-105.7
1949,Roundup NW BLM,blmround,MT,MontanaMesonet,Nan,1107,46.58,-108.74
1950,Terry BLM,blmterry,MT,MontanaMesonet,Nan,710,46.84,-105.26
1951,Warren E BLM,blmwarre,MT,MontanaMesonet,Nan,1591,45.04,-108.44
1952,Churchill,churchil,MT,MontanaMesonet,Nan,1458,45.73,-111.37
1953,Conrad ARC,conradmt,MT,MontanaMesonet,Nan,1135,48.31,-111.93
1954,Corvallis ARC,corvalli,MT,MontanaMesonet,Nan,1100,46.33,-114.09
1955,Crow Agency E,crowagen,MT,MontanaMesonet,Nan,942,45.59,-107.44
1956,Clearwater SW,ebarllob,MT,MontanaMesonet,Nan,1182,46.96,-113.37
1957,Fort Benton E,ftbentcb,MT,MontanaMesonet,Nan,988,47.79,-110.48
1958,Havre ARC,havrenmt,MT,MontanaMesonet,Nan,829,48.49,-109.8
1959,Huntley ARC,huntleys,MT,MontanaMesonet,Nan,931,45.92,-108.23
1960,Kalispell ARC,kalispel,MT,MontanaMesonet,Nan,903,48.19,-114.14
1961,Lolo W MBMG,lololowr,MT,MontanaMesonet,Nan,998,46.75,-114.13
1962,Loma S,lomawood,MT,MontanaMesonet,Nan,854,47.89,-110.53
1963,Lubrecht Forest,lubrecht,MT,MontanaMesonet,Nan,1242,46.89,-113.44
1964,Butte MBMG MT Tech,mbmgtech,MT,MontanaMesonet,Nan,1775,46.01,-112.56
1965,Chinook E MDA,mdachine,MT,MontanaMesonet,Nan,730,48.58,-109.16
1966,Hogeland SE MDA,mdahogel,MT,MontanaMesonet,Nan,952,48.77,-108.56
1967,Mocassin ARC,moccasin,MT,MontanaMesonet,Nan,1300,47.06,-109.95
1968,Molt W,moltwest,MT,MontanaMesonet,Nan,1268,45.82,-109.09
1969,Hot Springs NE-L,namlower,MT,MontanaMesonet,Nan,1041,47.7,-114.51
1970,Hot Springs NE-U,namupper,MT,MontanaMesonet,Nan,1533,47.72,-114.54
1971,Rapleje N,raplejen,MT,MontanaMesonet,Nan,1271,46.04,-109.24
1972,Reed Point NE,reedpoin,MT,MontanaMesonet,Nan,1294,45.8,-109.43
1973,Ingomar NE,sevnoner,MT,MontanaMesonet,Nan,945,46.66,-107.22
1974,Sidney ARC,sidneymt,MT,MontanaMesonet,Nan,690,47.78,-104.25
1975,Coffee Creek N,turekran,MT,MontanaMesonet,Nan,1136,47.39,-110.13
1976,MacDonald Pass USFS,usfsmacp,MT,MontanaMesonet,Nan,1945,46.56,-112.31
1977,Whitefish N,whitshaw,MT,MontanaMesonet,Nan,918,48.48,-114.44
1978,Roundup NE,wrsround,MT,MontanaMesonet,Nan,1047,46.58,-108.42
1979,Absarokee W,wsrabsaw,MT,MontanaMesonet,Nan,1403,45.56,-109.61
1980,Cooney Reservoir W,wsrboydw,MT,MontanaMesonet,Nan,1439,45.47,-109.26
1981,Broadview E,wsrbroad,MT,MontanaMesonet,Nan,1239,46.13,-108.76
1982,Reed Point S,wsrreeds,MT,MontanaMesonet,Nan,1437,45.61,-109.56
1983,Twin Bridges S MDA,mdatwinb,MT,MontanaMesonet,Nan,692,45.47,-112.36
1984,Power S,mdapower,MT,MontanaMesonet,Nan,1138,47.66,-111.71
1985,Edgar E MDA,mdaedgar,MT,MontanaMesonet,Nan,1067,45.46,-108.86
1986,Choteau NE,mdachote,MT,MontanaMesonet,Nan,1150,47.89,-112.09
1987,Benchland NE,mdabench,MT,MontanaMesonet,Nan,1294,47.09,-109.97
1988,Toston SW MDA,mdatosto,MT,MontanaMesonet,Nan,1066,46.12,-111.53
1989,Oilmont E MDA,mdaoilmo,MT,MontanaMesonet,Nan,1092,48.78,-111.6
1990,Melville SE,wsrmelvi,MT,MontanaMesonet,Nan,1436,46.0,-109.84
1991,Big Timber SE,wsrbigtm,MT,MontanaMesonet,Nan,1348,45.74,-109.83
1992,Roy BLM,blmroyno,MT,MontanaMesonet,Nan,941,47.49,-108.95
1993,Ledger N MDA,mdaledge,MT,MontanaMesonet,Nan,1045,48.34,-111.82
1994,Miles City S MDA,mdamiles,MT,MontanaMesonet,Nan,755,46.22,-105.76
1995,Hardin N MDA,mdahardi,MT,MontanaMesonet,Nan,868,45.87,-107.6
1996,Cascade E MDA,mdacasca,MT,MontanaMesonet,Nan,1038,47.28,-111.62
1997,Charlo Heights MDA,dmacharl,MT,MontanaMesonet,Nan,1126,46.16,-114.17
1998,Gildford N MDA,mdagildf,MT,MontanaMesonet,Nan,855,48.7,-110.28
1999,Malta W MDA,mdamalta,MT,MontanaMesonet,Nan,692,48.35,-108.0
2000,Dillon NE MDA,mdadillo,MT,MontanaMesonet,Nan,1541,45.25,-112.59
2001,Manhattan S MDA,mdamanha,MT,MontanaMesonet,Nan,1331,45.79,-111.32
2002,Glasgow MDA W,mdaglasw,MT,MontanaMesonet,Nan,644,48.23,-106.72
2003,Scobey N MDA,mdascoby,MT,MontanaMesonet,Nan,734,48.88,-105.44
2004,Blanco Weather Station,BCBWS,TX,TexMesonet,Blanco,1334,30.08906,-98.41806
2005,Altwein Rd,BCALT,TX,TexMesonet,Blanco,1732,30.14,-98.54
2006,Headwaters Ranch,KEHEA,TX,TexMesonet,Kendall,1960,30.09989,-98.70677
2007,Holt Oaks Ranch,BCHOR,TX,TexMesonet,Blanco,1418,30.01867,-98.4567
2008,Arnosky Farms,BCARN,TX,TexMesonet,Blanco,1328,30.11059,-98.30463
2009,Love Creek Preserve,BNLCP,TX,TexMesonet,Bandera,2269,29.801903,-99.417736
2010,HEBFF Camps,REHEB,TX,TexMesonet,Real,2248,29.858118,-99.680339
2011,Epperson Farm,VVEPP,TX,TexMesonet,Val Verde,1802,30.231677,-100.96749
2012,Wied Ranch,CDWIE,TX,TexMesonet,Colorado,210,29.4377,-96.442663
2013,Wegenhoft,CDWEG,TX,TexMesonet,Colorado,301,29.658,-96.66039
2014,Bernardo Fire Station,CDBFS,TX,TexMesonet,Colorado,241,29.762757,-96.39165
2015,Spring Hill Water Supply,GUSHO,TX,TexMesonet,Guadalupe,483,29.53925,-97.957278
2016,Grones Ranch,GUGRO,TX,TexMesonet,Guadalupe,491,29.512056,-97.850476
2017,Garner State Park,UVGSP,TX,TexMesonet,Uvalde,1433,29.60214,-99.73007
2018,Jones Ranch,GUJON,TX,TexMesonet,Guadalupe,404,29.534138,-97.729211
2019,Strey Ranch,GUSTR,TX,TexMesonet,Guadalupe,600,29.475113,-98.089391
2020,Duke Ranch,GODUK,TX,TexMesonet,Goliad,101,28.495129,-97.265053
2021,BQ5 Ranch,GOBQ5,TX,TexMesonet,Goliad,322,28.618075,-97.667508
2022,RB Farms Inc,SPRBF,TX,TexMesonet,San Patricio,92,28.11268,-97.58853
2023,Baker Ranch,GUBAK,TX,TexMesonet,Guadalupe,600,29.65083,-97.83356
2024,Spring Hill Water Supply Plant,GUSHP,TX,TexMesonet,Guadalupe,514,29.547216,-97.998802
2025,Diamond Half Ranch,GUDHR,TX,TexMesonet,Guadalupe,552,29.413888,-97.887376
2026,Escalera Ranch Headquarters,PCERH,TX,TexMesonet,Pecos,3646,30.627974,-102.953247
2027,Escalera Flat Farm,PCEFF,TX,TexMesonet,Pecos,3432,30.649569,-103.27449
2028,Edwards Stations,PCEDW,TX,TexMesonet,Pecos,2941,30.93586,-102.991516
2029,Rancho Los Comitas,SRRLC,TX,TexMesonet,Starr,423,26.7668,-98.619087
2030,Los Machos Farm,JWLMR,TX,TexMesonet,Jim Wells,130,27.470024,-98.135803
2031,Sutton County Central,SUSCC,TX,TexMesonet,Sutton,2289,30.468273,-100.491531
2032,Sutton County West,SUSCW,TX,TexMesonet,Sutton,2277,30.470959,-100.958199
2033,Upper Trinity Groundwater Conservation District,PRUTG,TX,TexMesonet,Parker,986,32.970623,-97.716141
2034,Filter Plant Nocona,MUFPN,TX,TexMesonet,Montague,976,33.795177,-97.724739
2035,Prairie Hill Nocona,MUPHN,TX,TexMesonet,Montague,1031,33.798332,-97.590919
2036,City of Troy,BLCOT,TX,TexMesonet,Bell,646,31.217001,-97.295471
2037,City of Rogers,BLCOR,TX,TexMesonet,Bell,524,30.921471,-97.225601
2038,Doc Curb Pump Station,BLDOC,TX,TexMesonet,Bell,645,30.99178,-97.54467
2039,River Ridge Ranch,BLRRR,TX,TexMesonet,Bell,799,30.96511,-97.78796
2040,Pecan Grove Farms,BPPGF,TX,TexMesonet,Bastrop,389,30.18795,-97.50312
2041,Berkley Ranch,MUBER,TX,TexMesonet,Montague,1005,33.46051,-97.57865
2042,Winton Milliff Runnells,RUWMR,TX,TexMesonet,Runnells,1752,31.82501,-99.95656
2043,Paul Williams Runnells,RUPWR,TX,TexMesonet,Runnells,1859,31.841605,-100.13615
2044,Roy Blair Coke,CKRBC,TX,TexMesonet,Coke,1786,31.873293,-100.50182
2045,LeDrew Arrott Coke,CKLAC,TX,TexMesonet,Coke,2119,31.791329,-100.320636
2046,Horizon MUD,EPHOR,TX,TexMesonet,El Paso,3985,31.681601,-106.194031
2047,Kerr WMA,KRWMA,TX,TexMesonet,Kerr,2153,30.092852,-99.50425
2048,Paul Tybor Gillespie,GLPTG,TX,TexMesonet,Gillespie,1843,30.32551,-98.96768
2049,Devils River Del Norte,VVDRN,TX,TexMesonet,Val Verde,1911,29.933233,-100.941399
2050,Pecos County Line,RVPCL,TX,TexMesonet,Reeves,2761,31.154404,-103.28112
2051,Lobo Farms Culberson,CULFC,TX,TexMesonet,Culberson,3880,30.871683,-104.780746
2052,Royal Farms Culberson,CURFC,TX,TexMesonet,Culberson,3697,31.177925,-104.736183
2053,Sloan Ranch San Saba,SSSLO,TX,TexMesonet,San Saba,1713,31.078791,-98.857132
2054,Big Dog Ranch,LMBDR,TX,TexMesonet,Lampasas,1433,31.241687,-98.313938
2055,Parks Ranch Goliad,GDPRG,TX,TexMesonet,Goliad,122,28.68297,-97.262756
2056,LaRosa Ranch Refugio,RFLRR,TX,TexMesonet,Refugio,13,28.286205,-97.303444
2057,Corsicana Pump Station,NVCPS,TX,TexMesonet,Navarro,430,31.957319,-96.687202
2058,City of Alvarado,JNCOA,TX,TexMesonet,Johnson,710,32.398914,-97.208794
2059,Mason Wildlife Management Area,MSMWM,TX,TexMesonet,Mason,2050,30.852058,-99.240013
2060,Don Daniel Mason,MSDDM,TX,TexMesonet,Mason,1462,30.638138,-99.08358
2061,Blum ISD Farm,HIBIF,TX,TexMesonet,Hill,599,32.088886,-97.353294
2062,Aquilla Water Supply District,HIAQU,TX,TexMesonet,Hill,532,31.920912,-97.179176
2063,Jim Embree Williamson,WMJEW,TX,TexMesonet,Williamson,642,30.527334,-97.598389
2064,RBar Menard,MNRBA,TX,TexMesonet,Menard,1949,31.057472,-99.69162
2065,TxDOT Southbound Rest Area Salado,BLTRA,TX,TexMesonet,Bell,712,30.910655,-97.555029
2066,Lake Murvaul Panola,PNLAK,TX,TexMesonet,Panola,198,32.027462,-94.414085
2067,City of Carthage,PNCOC,TX,TexMesonet,Panola,202,32.131912,-94.347412
2068,Baker Suave Lomas,VVBSL,TX,TexMesonet,Val Verde,1421,29.81735,-101.6141
2069,Lake Striker Rusk,RULSR,TX,TexMesonet,Rusk,328,31.933666,-94.974983
2070,Texas AgriScience,HGTAL,TX,TexMesonet,Hidalgo,52,26.35177,-97.89729
2071,Sutton County East,SUSCE,TX,TexMesonet,Sutton,2040,30.467516,-100.180167
2072,Phyllis Thomas Bandera,BNPTB,TX,TexMesonet,Bandera,1525,29.674898,-99.365982
2073,TxSON 1,TXS01,TX,TxSON,,1772,30.42047,-98.80332
2074,TxSON 2,TXS02,TX,TxSON,,1488,30.24536,-98.70588
2075,TxSON 3,TXS03,TX,TxSON,,1613,30.27577,-98.7242
2076,TxSON 4,TXS04,TX,TxSON,,1932,30.46002,-98.94069
2077,TxSON 5,TXS05,TX,TxSON,,1661,30.39891,-98.61048
2078,TxSON 6,TXS06,TX,TxSON,,1750,30.44213,-98.8427
2079,TxSON 7,TXS07,TX,TxSON,,1714,30.43759,-98.80586
2080,TxSON 8,TXS08,TX,TxSON,,1708,30.2897,-98.74616
2081,TxSON 9,TXS09,TX,TxSON,,1737,30.42833,-98.80651
2082,TxSON 10,TXS10,TX,TxSON,,1679,30.42979,-98.77922
2083,TxSON 11,TXS11,TX,TxSON,,1526,30.23809,-98.77011
2084,TxSON 12,TXS12,TX,TxSON,,1477,30.23834,-98.70368
2085,TxSON 13,TXS13,TX,TxSON,,1486,30.23182,-98.70841
2086,TxSON 14,TXS14,TX,TxSON,,1756,30.28337,-98.68636
2087,TxSON 15,TXS15,TX,TxSON,,1733,30.43193,-98.81333
2088,TxSON 16,TXS16,TX,TxSON,,1666,30.30719,-98.77026
2089,TxSON 17,TXS17,TX,TxSON,,1529,30.23168,-98.76848
2090,TxSON 18,TXS18,TX,TxSON,,1577,30.21084,-98.83306
2091,TxSON 19,TXS19,TX,TxSON,,1823,30.43274,-98.85827
2092,TxSON 20,TXS20,TX,TxSON,,1722,30.41515,-98.80251
2093,TxSON 21,TXS21,TX,TxSON,,1506,30.25007,-98.70691
2094,TxSON 22,TXS22,TX,TxSON,,1637,30.28359,-98.74169
2095,TxSON 23,TXS23,TX,TxSON,,1642,30.27537,-98.72683
2096,TxSON 24,TXS24,TX,TxSON,,1507,30.24556,-98.69876
2097,TxSON 25,TXS25,TX,TxSON,,1971,30.41753,-98.85422
2098,TxSON 26,TXS26,TX,TxSON,,1754,30.42181,-98.78387
2099,TxSON 27,TXS27,TX,TxSON,,1810,30.43154,-98.86041
2100,TxSON 28,TXS28,TX,TxSON,,1634,30.20217,-98.65427
2101,TxSON 29,TXS29,TX,TxSON,,1527,30.2534,-98.69903
2102,TxSON 30,TXS30,TX,TxSON,,1522,30.24921,-98.6995
2103,TxSON 31,TXS31,TX,TxSON,,1795,30.41932,-98.80461
2104,TxSON 32,TXS32,TX,TxSON,,1966,30.46132,-98.84506
2105,TxSON 33,TXS33,TX,TxSON,,1945,30.4487,-98.84798
